doi,title,abstract,label_included
https://doi.org/10.1136/ard.2010.139345,"Long-term safety, efficacy and inhibition of radiographic progression with abatacept treatment in patients with rheumatoid arthritis and an inadequate response to methotrexate: 3-year results from the AIM trial","To evaluate abatacept treatment over 3 years in patients with rheumatoid arthritis (RA) refractory to methotrexate (MTX).Patients randomised to abatacept or placebo (+MTX) during the 1-year double-blind period of the Abatacept in Inadequate responders to Methotrexate (AIM) trial received open-label abatacept (+MTX) in the long-term extension (LTE). Safety was assessed for patients who received ≥ 1 dose of abatacept, regardless of randomisation group. Efficacy was assessed for patients randomised to abatacept who entered the LTE.433 and 219 patients were randomised and treated with abatacept or placebo, respectively; 378 and 161 entered the LTE. At year 3, 440/539 patients were ongoing. No unexpected safety events were observed in the LTE. By year 3, incidence rates of adverse event and serious adverse events were 249.8/100 and 15.1/100 patient-years, respectively. Incidence rates were generally stable over time. At year 3, 84.8%, 63.4% and 37.5% of patients achieved American College of Rheumatology (ACR) criteria of 20, 50 and 70, respectively, compared with 82.3%, 54.3% and 32.4% of patients at year 1. Mean changes in Genant-modified Sharp scores were reduced progressively over 3 years, with significantly greater inhibition during year 3 compared with year 2 (p=0.022 for total score).In MTX-inadequate responders with RA, abatacept provided consistent safety and sustained efficacy over 3 years. The data suggest an increasing inhibitory disease-modifying effect on radiographic progression.",0
https://doi.org/10.1002/art.37816,"Tofacitinib (CP-690,550) in patients with rheumatoid arthritis receiving methotrexate: Twelve-month data from a twenty-four-month phase III randomized radiographic study","The purpose of this 24-month phase III study was to examine structural preservation with tofacitinib in patients with rheumatoid arthritis (RA) with an inadequate response to methotrexate (MTX). Data from a planned 12-month interim analysis are reported.In this double-blind, parallel-group, placebo-controlled study, patients receiving background MTX were randomized 4:4:1:1 to tofacitinib at 5 mg twice daily, tofacitinib at 10 mg twice daily, placebo to tofacitinib at 5 mg twice daily, and placebo to tofacitinib at 10 mg twice daily. At month 3, nonresponder placebo-treated patients were advanced in a blinded manner to receive tofacitinib as indicated above; remaining placebo-treated patients were advanced at 6 months. Four primary efficacy end points were all analyzed in a step-down procedure.At month 6, response rates according to the American College of Rheumatology 20% improvement criteria for tofacitinib at 5 mg and 10 mg twice daily were higher than those for placebo (51.5% and 61.8%, respectively, versus 25.3%; both P < 0.0001). At month 6, least squares mean (LSM) changes in total modified Sharp/van der Heijde score for tofacitinib at 5 mg and 10 mg twice daily were 0.12 and 0.06, respectively, versus 0.47 for placebo (P = 0.0792 and P ≤ 0.05, respectively). At month 3, LSM changes in the Health Assessment Questionnaire disability index score for tofacitinib at 5 mg and 10 mg twice daily were -0.40 (significance not declared due to step-down procedure) and -0.54 (P < 0.0001), respectively, versus -0.15 for placebo. At month 6, rates of remission (defined as a value <2.6 for the 4-variable Disease Activity Score in 28 joints using the erythrocyte sedimentation rate) for tofacitinib at 5 mg and 10 mg twice daily were 7.2% (significance not declared due to step-down procedure) and 16.0% (P < 0.0001), respectively, versus 1.6% for placebo. The safety profile was consistent with findings in previous studies.Data from this 12-month interim analysis demonstrate that tofacitinib inhibits progression of structural damage and improves disease activity in patients with RA who are receiving MTX.",1
https://doi.org/10.1097/00004397-199603610-00011,Juvenile Rheumatoid Arthritis and Uveitis: Minimizing the Blinding Complications,,0
,[Optimizing rheumatoid arthritis treatment with rituximab--individualized patient approach].,"Disease activity assessment is a cornerstone of monitoring rheumatoid arthritis (RA) development and guidance for rituximab treatment. Beside clinical signs and symptoms biomarkers (RF and anti-CCP) are important early predictors of response to therapy and they can predict disease development. Autoantibody (RF and anti-CCP) seropositivity has been associated with positive response to rituximab (RTX) in antiTNF-IR patients, DMARD-IR patients and MTX-naive patients. Selecting therapy for TNF-IR patients providing most likely response it should be taken in consideration results form recently published assessments demonstrating for RTX treated patients significant improvement in DAS28 from baseline versus alternative TNF inhibitor treatment. Recently published NICE treatment guideline is recommending upon antiTNF failure RTX treatment (in combination with MTX) instead antiTNF cycling.",0
https://doi.org/10.2165/00003088-200847110-00002,Clinical Pharmacokinetic and Pharmacodynamic Profile of Etoricoxib,"The NSAID etoricoxib is a selective inhibitor of cyclo-oxygenase 2 (COX-2), approved for treatment of patients with chronic arthropathies and musculoskeletal and dental pain. The rate of absorption of etoricoxib is moderate when given orally (the maximum plasma drug concentration occurs after ~1 hour), and the extent of absorption is similar with oral and intravenous doses. Etoricoxib is extensively protein bound, primarily to plasma albumin, and has an apparent volume of distribution of 120 L in humans. The area under the plasma concentration-time curve (AUC) of etoricoxib increases in proportion to increasing oral doses between 5 and 120 mg. The elimination half-life of ~20 hours in healthy subjects enables once-daily dosing. Etoricoxib is eliminated following biotransformation to carboxylic acid and glucuronide metabolites that are excreted in urine and faeces, with little of the drug (<1%) being eliminated unchanged in the urine. Etoricoxib is metabolized primarily by the cytochrome P450 (CYP) 3A4 isoenzyme. Plasma concentrations (AUC) of etoricoxib appear not to be different in patients with chronic renal insufficiency compared with individuals who have normal renal function. Compared with healthy subjects, it has been reported that the AUC is increased by approximately 40% in patients with moderate hepatic impairment. No inhibitory effects on CYP2C9, 2C19, 2D6, 2E1 or 3A4 are expected to occur with etoricoxib. Coadministration of etoricoxib with other drugs has been examined only to a limited extent, thus further assessment is necessary. Etoricoxib has been assessed for the management of several specific disease states, including pain, osteoarthritis, and rheumatoid arthritis, and has shown similar efficacy in comparison with traditional NSAIDs (including naproxen, diclofenac and ibuprofen) in these conditions. Etoricoxib has demonstrated a significant reduction in gastrointestinal toxicity compared with many traditional NSAIDs. The renal adverse effects of etoricoxib appear to be similar to those of other NSAIDs, and the cardiovascular adverse effects of this selective COX-2 inhibitor require further clinical scrutiny. Further study is necessary to delineate the relevance of the pharmacokinetic disposition in terms of the clinical benefits and risks of etoricoxib compared with other options in the clinical arsenal. © 2008 Adis Data Information BV. All rights reserved.",0
https://doi.org/10.1007/s11926-999-0010-8,The treatment of rheumatoid arthritis: A review of recent clinical trials,,0
https://doi.org/10.1681/asn.2004111011,Methotrexate Prevents Renal Injury in Experimental Diabetic Rats<i>via</i>Anti-Inflammatory Actions,"Recent studies suggested the involvement of inflammatory processes in the pathogenesis of diabetic nephropathy. Methotrexate (MTX), a folic acid antagonist, is widely used for the treatment of inflammatory diseases. Recently, it has been shown that treatment with low-dose MTX reduces the cardiovascular mortality in patients with rheumatoid arthritis, suggesting that MTX has anti-atherosclerotic effects via its anti-inflammatory actions. This study was designed to determine the anti-inflammatory effects of this agent on diabetic nephropathy. Diabetes was induced in Sprague-Dawley rats with streptozotocin, and MTX (0.5 or 1.0 mg/kg) was administered once a week for 8 wk. Treatment with MTX reduced urinary albumin excretion, mesangial matrix expansion, macrophage infiltration, expression of TGF-beta and type IV collagen, and intercellular adhesion molecule-1 in glomeruli. MTX also reduced the high glucose-induced NF-kappaB activation in vitro and in vivo. The results indicate that intermittent administration of MTX prevented renal injuries without changes in blood glucose level and BP in experimental diabetic rats. The protective effects of MTX are suggested to be mediated by its anti-inflammatory actions through inhibition of NF-kappaB activation and consequent reduction of intercellular adhesion molecule-1 expression and macrophage infiltration. The results suggest that anti-inflammatory agents might be beneficial for the treatment of diabetic nephropathy.",0
https://doi.org/10.1093/rheumatology/41.3.262,Investigation of the chronic pulmonary effects of low-dose oral methotrexate in patients with rheumatoid arthritis: a prospective study incorporating HRCT scanning and pulmonary function tests,"Methotrexate has a well-recognized side-effect of acute hypersensitivity pneumonitis. There is concern about whether chronic pulmonary toxicity can occur with methotrexate treatment. Our objective was to compare chest high-resolution computed tomography (HRCT) findings and serial pulmonary function tests in rheumatoid arthritis (RA) patients on methotrexate with findings for a control group of patients with RA who were not being treated with methotrexate.Study patients had an initial chest radiograph, full pulmonary function tests and chest HRCT. Pulmonary function tests were then performed regularly over a 2-yr period.Fifty-five RA patients on methotrexate and 73 control patients with RA were enrolled for the study. Mean dose of methotrexate was 10.7 mg/week (S.D. 2.5 mg/week) and mean duration of treatment at entry into the study was 30 (20) months. Twenty per cent of patients with RA treated with methotrexate had pulmonary fibrosis (PF) on initial HRCT compared with 23% in the control group. When the patients with and without PF were compared, there was no statistical difference in the duration (mean difference -4.18 months, P=0.237) or dose (mean difference -0.8 mg/week P=0.52) of methotrexate therapy. Mean changes after 2 yr in forced expiratory volume, forced vital capacity, diffusion capacity for carbon monoxide and residual volumes were not different in the methotrexate group compared with the control group.There is no evidence to suggest clinically, from HRCT assessment or serial pulmonary function tests, that low-dose methotrexate is associated with chronic interstitial lung disease.",0
https://doi.org/10.1007/s11926-010-0107-0,Update on Biomarkers in Psoriatic Arthritis,"Biomarkers in psoriatic arthritis (PsA) may serve as surrogate end points for disease outcome and can provide insights into disease susceptibility and natural history. Biomarkers could relate to diagnosis, pathogenesis, prognosis, therapeutic response, and comorbidities. The ""felt need"" is, however, in the development of biomarkers for the presence of PsA in patients with psoriasis, as well as that for joint damage. During the past few years, many studies related to PsA biomarkers have been conducted. These studies are reviewed here. C-reactive protein, matrix metalloproteinase-3, and circulating osteoclast precursors show promise. An international goal-directed study to determine biomarkers for joint damage in PsA is now under way through a collaborative effort of GRAPPA (the Group for Research and Assessment of Psoriasis and Psoriatic Arthritis) and OMERACT (Outcome Measures for Rheumatology Clinical Trials). © 2010 Springer Science+Business Media, LLC.",0
,US consensus guidelines for the use of cyclosporin A in rheumatoid arthritis.,"Rheumatoid arthritis (RA) is a chronic systemic inflammatory disease that often leads to irreversible joint damage and loss of function. Although there are numerous treatment options, it is difficult to manage the disease in most patients. Use of cyclosporin A (CsA) for RA was first reported in 1979, and since that time many trials have investigated CsA use for this disease. Based on clinical evidence, CsA is an efficacious second-line agent for patients with active RA who have not responded adequately to methotrexate (MTX). In addition, CsA has been shown to provide clinical benefit when used in combination with MTX in patients responding inadequately to MTX monotherapy. Side effects associated with CsA treatment are manageable if dosing, monitoring, and intervention guidelines are followed. The purpose of this review is to provide recommendations for the use of CsA in severe RA to physicians experienced in the management of systemic immunosuppressive therapy for RA. Where possible and appropriate, recommendations are based on evidence available in the literature.",0
https://doi.org/10.1615/forumimmundisther.2015014013,Immunocytokines for Cancer Therapy,"The ability of cytokines to boost the immune system's activity against tumors has been of pharmaceutical interest for many years, and a number of different cytokines have been investigated in clinical trials. However, complete cures were rarely observed upon systemic administration of recombinant cytokine products, because severe dose-limiting toxicities and unfavorable pharmacokinetic properties prevented the escalation to therapeutically relevant dose regimens. Antibody-cytokine fusion proteins (termed immunocytokines) represent an elegant strategy to improve the therapeutic index of cytokine payloads. The immunoglobulin moiety, used either as a full-size monoclonal antibody or an antibody fragment, serves as a selective delivery vehicle to the site of disease, thereby allowing a preferential accumulation in the malignant environment while sparing healthy tissue. In the past few years, a large number of immunocytokines have been developed and tested in preclinical cancer models, and 10 immunocytokines have further been evaluated in clinical trials for oncological indications. In this review, we discuss the main structural and functional features of immunocytokines, which are relevant for in vivo performance, and outline emerging trends for product development.",0
https://doi.org/10.1016/j.reuma.2009.01.003,Rituximab y abatacept en la artritis reumatoide,"Abatacept y rituximab son 2 fármacos biológicos aprobados para su utilización en pacientes con artritis reumatoide con respuesta inadecuada o intolerancia a otros fármacos antirreumáticos modificadores de la enfermedad, incluidos uno o más tratamientos con inhibidores del factor de necrosis tumoral. La indicación actual es la única cosa que los 2 fármacos tienen en común, ya que se trata de moléculas distintas (abatacept es una molécula de fusión y rituximab es un anticuerpo monoclonal), con mecanismos de acción distintos y pautas de administración distintas. Ambos tratamientos han demostrado su eficacia clínica, la detención del daño estructural y la seguridad a medio plazo en estudios aleatorizados y doble ciego. En este trabajo, se revisará la estructura y los mecanismos de acción de ambos fármacos, se presentarán los estudios en los que se basan sus datos de eficacia y seguridad y al final se plantearán diversas cuestiones controvertidas en la utilización de estos fármacos. Abatacept and rituximab are two biologic drugs approved in patients with rheumatoid arthritis who have an inadequate response or intolerance to other disease modifying antirheumatic drugs, including one or more tumor necrosis factor (TNF) inhibitors. The current indication for use is the only thing that both drugs have in common because they are different molecules (abatacept is a fusion molecule and rituximab a monoclonal antibody) with different mechanisms of action and different patterns of administration. Both treatments have shown their clinical efficacy, the stop of structural damage and medium term safety in randomized, double-blind clinical trials. In this paper we will review the structure and mechanisms of action of both drugs, presenting studies in which the efficacy and safety data are based and will finally postulate different controversial questions in the use of these drugs.",0
,Short term effects of low dose methotrexate on the acute phase reaction in patients with rheumatoid arthritis.,"Sequential daily measurements of erythrocyte sedimentation rate (ESR) and serum C-reactive protein (CRP) were performed for one week after an I.V. injection of 7.5-13 mg methotrexate (MTX) in 18 patients with rheumatoid arthritis. Early decreases of ESR and CRP were observed. Serum CRP was more sensitive than ESR, displaying more pronounced falls from baseline to both the minimal and to the 7th day levels. Patients receiving their first dose of MTX (n = 9) exhibited a more prominent reduction of CRP levels in comparison to veteran MTX users (n = 9). The prompt response of acute phase reactants to MTX may correspond to the relatively rapid clinical effect of the drug in RA. It may also support an antiinflammatory mechanism of action of low dose MTX.",1
,An update on specific COX-2 inhibitors: the COXIBs.,,0
https://doi.org/10.1093/oxfordjournals.qjmed.a069085,Development and preliminary assessment of a simple measure of overall status in rheumatoid arthritis (OSRA) for routine clinical use,"We describe the development and initial assessment of a simple measure of overall status in rheumatoid arthritis (OSRA) for use in the routine clinical setting. The measure is constructed in four parts: demographic details, activity score, damage score and treatment category. It requires no laboratory tests and uses details collected routinely during a clinic visit. It was validated in a series of 488 patients. The measure proved acceptable and demonstrated face, content, construct and discriminant validity. OSRA will be useful as an audit tool in the serial follow-up of RA patients and in describing the characteristics of a population of such patients.",0
https://doi.org/10.1016/j.pec.2013.12.002,Effectiveness of a group-based intervention to change medication beliefs and improve medication adherence in patients with rheumatoid arthritis: A randomized controlled trial,"To assess the effect of a group-based intervention on the balance between necessity beliefs and concern beliefs about medication and on medication non-adherence in patients with rheumatoid arthritis (RA).Non-adherent RA patients using disease-modifying anti-rheumatic drugs (DMARDs) were randomized to an intervention or control arm. The intervention consisted, amongst others, of two motivational interviewing-guided group sessions led by the same pharmacist. Control patients received brochures about their DMARDs. Questionnaires were completed up to 12 months follow-up.123 patients (mean age: 60 years, female: 69%) were randomized. No differences in necessity beliefs and concern beliefs about medication and in medication non-adherence were detected between the intervention and control arm, except at 12 months' follow-up: participants in the intervention arm had less strong necessity beliefs about medication than participants in the control arm (b: -1.0 (95% CI: -2.0, -0.1)).This trial did not demonstrate superiority of our intervention over the control arm in changing beliefs about medication or in improving medication adherence over time.Absent intervention effects might have been due to, amongst others, selection bias and a suboptimal treatment integrity level. Hence, targeting beliefs about medication in clinical practice should not yet be ruled out.",0
